ID,Age,Gender,Education,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Drugs Tested,Legal Drugs,Illegal Drugs
214,3.0,1.0,5.0,0.52135,-0.15487,-1.27553,0.94156,0.12331,-1.37983,-1.54858,4.0,3.0,1.0
215,1.0,1.0,5.0,-0.14882,1.11406,0.44585,1.2861,1.30612,0.19268,1.2247,5.0,4.0,1.0
216,1.0,1.0,6.0,1.60383,-0.30033,-0.71727,1.11406,-0.40581,0.19268,0.07987,9.0,4.0,5.0
217,1.0,1.0,5.0,0.22393,1.11406,0.29338,1.45039,-0.00665,0.88113,0.7654,10.0,4.0,6.0
218,2.0,0.0,5.0,1.23461,0.80523,0.44585,1.45039,-1.64101,1.86203,0.7654,16.0,4.0,11.0
219,1.0,1.0,7.0,0.31287,1.11406,-0.84732,-1.07533,0.7583,-0.21712,-0.52593,6.0,4.0,2.0
220,2.0,1.0,4.0,-0.34799,-0.57545,0.14143,1.11406,0.25953,-1.37983,-0.84637,10.0,4.0,6.0
221,0.0,1.0,6.0,0.82562,-0.30033,0.29338,-0.01729,0.12331,0.19268,0.07987,8.0,4.0,4.0
222,1.0,1.0,6.0,-0.14882,0.47617,-0.45174,-0.76096,0.93949,0.52975,-0.52593,4.0,4.0,0.0
223,2.0,1.0,6.0,-0.24649,0.63779,0.7233,1.11406,0.25953,1.29221,1.2247,9.0,4.0,5.0
224,4.0,0.0,6.0,-1.1943,1.11406,-0.31776,1.11406,0.93949,-0.21712,0.07987,4.0,4.0,0.0
225,3.0,1.0,6.0,-0.46725,1.45421,0.29338,0.43852,0.7583,-0.21712,-0.21575,2.0,2.0,0.0
226,2.0,1.0,6.0,-1.32828,0.63779,0.88309,-0.45321,0.25953,-1.37983,-1.54858,7.0,4.0,3.0
227,3.0,1.0,6.0,-0.46725,0.47617,-0.71727,1.45039,1.46191,-0.21712,-0.84637,5.0,4.0,1.0
228,0.0,0.0,4.0,0.22393,0.96248,-0.97631,-0.60633,0.58489,1.29221,0.40148,5.0,4.0,1.0
229,3.0,0.0,7.0,-0.67825,0.32197,-0.01928,-0.76096,-0.14277,0.19268,0.07987,12.0,4.0,8.0
230,3.0,1.0,6.0,-1.05308,1.45421,0.14143,0.94156,1.63088,-1.37983,-2.07848,4.0,3.0,1.0
231,2.0,1.0,5.0,1.02119,-2.21069,-1.82919,0.59042,0.41594,-1.37983,-1.54858,6.0,4.0,2.0
232,5.0,1.0,7.0,0.13606,-1.09207,-0.45174,-0.45321,0.25953,-0.21712,-1.54858,5.0,4.0,1.0
233,1.0,1.0,6.0,0.04257,1.2861,-0.01928,0.13136,0.7583,0.52975,0.7654,6.0,3.0,3.0
234,3.0,0.0,6.0,-0.67825,0.80523,-1.42424,0.94156,0.25953,0.52975,0.40148,3.0,3.0,0.0
235,1.0,1.0,6.0,0.41667,0.96248,-0.01928,-0.91699,1.63088,0.19268,0.40148,5.0,4.0,1.0
236,1.0,1.0,5.0,0.04257,0.96248,-1.27553,2.23427,2.04506,-1.37983,-2.07848,4.0,3.0,1.0
237,1.0,1.0,7.0,1.49158,0.32197,-0.17779,0.43852,0.41594,0.19268,-0.21575,3.0,3.0,0.0
238,1.0,1.0,1.0,0.91093,-0.15487,-2.21069,0.28783,1.30612,-1.37983,-2.07848,7.0,4.0,3.0
239,0.0,1.0,3.0,0.52135,-0.15487,-0.71727,-0.60633,0.25953,-0.21712,-0.21575,3.0,3.0,0.0
240,3.0,1.0,5.0,-1.86962,0.63779,0.7233,1.61108,0.25953,-1.37983,-0.84637,3.0,3.0,0.0
241,2.0,1.0,7.0,0.62967,-1.23177,-0.01928,1.61108,2.63199,-1.37983,-0.84637,5.0,4.0,1.0
242,1.0,1.0,3.0,2.127,-1.23177,-0.84732,0.76096,-1.0145,0.19268,-1.18084,6.0,4.0,1.0
243,0.0,1.0,4.0,1.49158,-1.50796,-3.27393,0.76096,-0.89891,-1.37983,-1.54858,5.0,4.0,0.0
244,1.0,1.0,6.0,-0.58016,1.11406,0.7233,0.94156,0.93949,-1.37983,-0.21575,13.0,4.0,8.0
245,2.0,0.0,6.0,1.98437,-1.50796,-0.17779,1.11406,-2.90161,-0.71126,-0.52593,6.0,3.0,3.0
246,1.0,1.0,4.0,-0.24649,-0.94779,-1.68062,-1.47955,-1.38502,-2.55524,-1.54858,6.0,4.0,2.0
247,1.0,1.0,5.0,1.37297,-0.69509,-1.27553,0.43852,-0.65253,-0.21712,-0.84637,5.0,3.0,2.0
248,3.0,0.0,7.0,-0.92104,-0.30033,-1.11902,0.59042,1.63088,-0.21712,-0.52593,3.0,3.0,0.0
249,3.0,1.0,8.0,-2.42317,0.16767,-0.31776,2.03972,1.81175,-0.71126,-1.18084,3.0,3.0,0.0
250,3.0,1.0,5.0,1.13281,0.32197,-0.17779,0.94156,1.13407,-0.71126,-0.21575,3.0,3.0,0.0
251,3.0,0.0,6.0,-0.46725,0.16767,-0.31776,-0.45321,1.46191,0.19268,-0.84637,3.0,3.0,0.0
252,2.0,1.0,6.0,0.62967,-0.94779,-0.71727,-0.15487,0.7583,-1.37983,-1.54858,3.0,3.0,0.0
253,0.0,1.0,7.0,-1.43907,0.96248,-0.58331,2.23427,2.04506,-0.71126,-0.21575,5.0,4.0,1.0
254,3.0,1.0,8.0,-0.79151,0.16767,0.29338,-0.01729,0.93949,-1.37983,-2.07848,6.0,4.0,2.0
255,1.0,0.0,5.0,1.37297,-0.69509,-0.71727,-0.91699,-0.27607,-1.37983,-0.84637,5.0,4.0,1.0
256,2.0,1.0,7.0,-1.1943,1.74091,1.06238,1.2861,0.7583,0.19268,0.40148,6.0,4.0,2.0
257,0.0,1.0,4.0,-0.46725,0.63779,-0.31776,0.76096,0.93949,-0.71126,-0.21575,5.0,3.0,2.0
258,2.0,0.0,8.0,0.04257,0.00332,0.88309,-2.70172,-0.27607,-0.71126,0.07987,14.0,4.0,9.0
259,5.0,0.0,8.0,0.52135,-0.15487,-0.45174,-1.47955,1.81175,-0.71126,-1.54858,3.0,2.0,1.0
260,5.0,0.0,5.0,-1.05308,-0.30033,0.29338,0.43852,0.7583,-0.21712,-0.52593,3.0,3.0,0.0
261,3.0,1.0,5.0,-0.46725,0.96248,2.15324,-0.91699,-0.00665,1.86203,1.2247,5.0,3.0,2.0
262,4.0,0.0,6.0,-0.67825,-0.43999,0.7233,-0.01729,-0.14277,1.86203,0.07987,8.0,3.0,5.0
263,3.0,0.0,7.0,-0.92104,0.80523,-0.31776,0.94156,0.25953,-1.37983,-1.54858,3.0,3.0,0.0
264,4.0,1.0,0.0,-1.05308,0.00332,-0.01928,1.61108,1.13407,-0.71126,-1.54858,3.0,3.0,0.0
265,0.0,1.0,6.0,-0.46725,0.16767,-0.01928,0.59042,0.58489,-1.37983,-1.18084,4.0,3.0,1.0
266,2.0,1.0,6.0,-0.24649,0.00332,-0.45174,-0.01729,-0.00665,-0.71126,-2.07848,3.0,3.0,0.0
267,4.0,0.0,6.0,-1.1943,-0.15487,-0.17779,0.28783,0.7583,-0.21712,0.07987,7.0,4.0,3.0
268,2.0,0.0,5.0,-0.92104,1.45421,-1.27553,-0.45321,-0.00665,-0.21712,0.07987,3.0,3.0,0.0
269,3.0,1.0,7.0,-1.05308,1.74091,0.58331,0.43852,2.04506,-0.21712,-0.52593,5.0,4.0,1.0
270,2.0,1.0,7.0,-0.92104,0.16767,-0.84732,-0.76096,0.12331,-1.37983,-2.07848,4.0,3.0,1.0
271,3.0,1.0,7.0,-2.3436,2.127,1.65653,0.76096,0.7583,0.88113,0.40148,5.0,3.0,2.0
272,3.0,1.0,7.0,0.73545,-0.69509,0.44585,0.28783,-1.38502,-0.71126,0.7654,10.0,4.0,6.0
273,4.0,0.0,8.0,-1.05308,0.00332,-0.01928,0.28783,-0.00665,0.52975,-0.84637,4.0,4.0,0.0
274,1.0,1.0,6.0,0.22393,0.16767,-1.11902,0.28783,0.25953,-0.71126,-0.21575,14.0,4.0,10.0
275,2.0,0.0,7.0,0.22393,0.96248,0.14143,-0.91699,0.58489,-0.21712,0.7654,13.0,4.0,9.0
276,2.0,1.0,7.0,0.41667,-0.43999,0.14143,0.43852,1.63088,-1.37983,-0.21575,8.0,4.0,4.0
277,4.0,0.0,8.0,-0.92104,0.47617,-0.58331,-0.30172,-0.52745,-0.21712,-0.52593,4.0,4.0,0.0
278,1.0,0.0,4.0,-1.05308,1.45421,1.06238,0.76096,-0.14277,0.52975,0.07987,13.0,4.0,9.0
279,3.0,1.0,6.0,-0.24649,-0.43999,-0.31776,0.76096,-0.00665,-0.71126,-0.52593,3.0,3.0,0.0
280,3.0,0.0,7.0,-1.32828,0.80523,0.29338,0.43852,0.41594,0.19268,-0.52593,7.0,4.0,3.0
281,4.0,0.0,7.0,-0.05188,0.16767,0.7233,-0.01729,-0.89891,-0.71126,-0.84637,4.0,4.0,0.0
282,3.0,1.0,4.0,0.04257,-0.30033,-2.21069,-0.15487,-0.14277,-0.71126,-0.84637,4.0,3.0,1.0
283,3.0,1.0,7.0,-0.05188,0.00332,0.14143,0.94156,0.93949,0.19268,0.40148,5.0,3.0,2.0
284,3.0,0.0,6.0,-0.92104,1.58487,0.14143,-0.30172,0.7583,0.19268,0.40148,3.0,3.0,0.0
285,2.0,0.0,5.0,-1.1943,-0.80615,0.7233,-0.45321,0.25953,1.29221,-0.21575,11.0,4.0,7.0
286,2.0,0.0,6.0,-0.92104,1.2861,-0.71727,-0.30172,0.25953,-1.37983,-0.21575,4.0,4.0,0.0
287,3.0,1.0,6.0,0.22393,-1.37639,-0.17779,-1.34289,-0.14277,-1.37983,-2.07848,3.0,3.0,0.0
288,3.0,0.0,7.0,0.31287,0.32197,-0.45174,0.43852,-0.89891,-0.21712,-0.21575,5.0,3.0,2.0
289,1.0,0.0,4.0,0.62967,0.32197,-0.71727,-0.30172,-0.00665,-0.21712,-1.54858,4.0,4.0,0.0
290,1.0,1.0,7.0,-2.05048,0.63779,-0.71727,1.61108,1.13407,-1.37983,-1.18084,6.0,4.0,2.0
291,2.0,1.0,5.0,-0.92104,0.96248,-0.84732,1.45039,0.93949,-1.37983,-1.54858,2.0,2.0,0.0
292,2.0,1.0,4.0,0.62967,-1.09207,0.44585,-0.76096,-0.40581,-1.37983,-0.52593,6.0,4.0,2.0
293,3.0,1.0,5.0,-0.05188,-0.15487,-0.58331,-0.60633,0.41594,-0.71126,-0.52593,3.0,3.0,0.0
295,1.0,1.0,5.0,1.13281,0.00332,-0.17779,-0.76096,-0.40581,0.19268,-0.21575,8.0,4.0,3.0
296,0.0,1.0,2.0,-0.34799,0.47617,-0.17779,-0.60633,-0.14277,-0.71126,-0.84637,3.0,3.0,0.0
297,2.0,0.0,5.0,1.37297,-0.43999,0.14143,-0.01729,-0.00665,-0.71126,-0.52593,8.0,4.0,4.0
298,5.0,1.0,1.0,0.82562,-0.80615,0.14143,-0.15487,1.13407,-0.21712,-0.52593,2.0,2.0,0.0
300,2.0,1.0,6.0,0.13606,-0.30033,-1.42424,1.61108,0.41594,-0.21712,-1.54858,3.0,3.0,0.0
301,2.0,1.0,5.0,0.82562,-0.94779,-0.17779,0.43852,0.58489,-0.71126,-0.84637,3.0,3.0,0.0
302,1.0,1.0,4.0,-0.24649,-0.43999,-1.55521,0.13136,0.58489,-1.37983,-1.54858,4.0,4.0,0.0
303,2.0,1.0,8.0,0.52135,-0.43999,-0.71727,0.59042,0.93949,-0.71126,-0.84637,4.0,4.0,0.0
304,4.0,1.0,5.0,-0.14882,0.63779,-0.01928,-0.76096,-0.40581,-0.21712,0.07987,7.0,4.0,3.0
305,3.0,1.0,6.0,-0.34799,0.00332,-1.27553,-0.15487,0.93949,-0.21712,-1.18084,3.0,3.0,0.0
306,3.0,1.0,6.0,-1.05308,-2.32338,-1.27553,1.61108,0.12331,-0.71126,-1.54858,8.0,3.0,5.0
307,2.0,0.0,7.0,0.22393,-1.23177,-0.84732,-1.07533,0.7583,-1.37983,-0.84637,6.0,4.0,2.0
308,3.0,0.0,7.0,-0.46725,-0.57545,-0.71727,1.11406,0.7583,-0.71126,-0.52593,4.0,3.0,1.0
309,2.0,1.0,3.0,-1.69163,0.80523,-0.17779,-0.01729,1.63088,0.19268,0.07987,3.0,3.0,0.0
310,2.0,0.0,7.0,-0.79151,0.16767,-0.17779,0.59042,0.41594,-1.37983,-2.07848,3.0,3.0,0.0
311,3.0,1.0,6.0,-1.32828,-0.15487,-0.84732,0.13136,0.58489,-1.37983,-1.54858,6.0,4.0,1.0
312,0.0,1.0,1.0,1.13281,-0.57545,-1.97495,-0.30172,-0.14277,1.86203,0.7654,6.0,4.0,2.0
313,3.0,1.0,7.0,-0.34799,0.00332,-0.45174,0.28783,0.12331,-1.37983,-0.52593,4.0,3.0,1.0
314,1.0,1.0,7.0,0.04257,1.74091,0.29338,0.59042,1.30612,0.19268,-0.52593,10.0,4.0,6.0
315,0.0,1.0,3.0,-0.58016,0.16767,-0.71727,0.13136,-0.14277,-0.71126,-1.18084,4.0,4.0,0.0
316,3.0,1.0,8.0,-0.79151,0.80523,0.58331,-0.01729,0.41594,-0.71126,-0.52593,4.0,4.0,0.0
317,4.0,1.0,6.0,-0.46725,0.80523,1.06238,-0.45321,-0.78155,1.86203,0.40148,9.0,4.0,5.0
318,2.0,0.0,6.0,-0.79151,1.93886,-0.97631,-0.01729,1.13407,-0.71126,-0.52593,5.0,4.0,1.0
319,1.0,1.0,5.0,0.04257,0.00332,-0.71727,0.28783,0.93949,-1.37983,-1.18084,3.0,3.0,0.0
320,3.0,1.0,1.0,0.31287,-0.30033,-1.27553,-0.15487,0.58489,0.88113,0.40148,2.0,2.0,0.0
321,3.0,1.0,6.0,0.73545,-0.30033,-0.58331,-1.07533,-0.14277,-1.37983,-1.18084,4.0,3.0,1.0
322,2.0,1.0,4.0,0.52135,-0.30033,-0.97631,1.81866,1.63088,-1.37983,-2.07848,3.0,3.0,0.0
323,0.0,1.0,6.0,-0.79151,0.47617,0.44585,0.94156,0.12331,-0.21712,0.40148,7.0,4.0,3.0
324,3.0,0.0,2.0,0.91093,-1.09207,-1.68062,0.28783,-0.78155,-0.71126,0.07987,12.0,4.0,8.0
325,1.0,1.0,8.0,0.22393,0.00332,1.43533,-0.91699,0.93949,0.19268,-0.52593,4.0,3.0,1.0
326,2.0,1.0,5.0,-0.79151,1.2861,-0.17779,0.94156,2.33337,0.19268,-0.52593,3.0,3.0,0.0
327,2.0,0.0,3.0,-0.58016,-1.6334,-1.97495,0.94156,0.41594,0.52975,0.07987,8.0,4.0,4.0
328,3.0,0.0,7.0,-1.86962,1.58487,-0.01928,1.61108,1.30612,-1.37983,-0.84637,4.0,4.0,0.0
329,1.0,1.0,5.0,0.22393,-0.30033,-1.27553,1.11406,-0.52745,-1.37983,-2.07848,6.0,4.0,2.0
330,3.0,0.0,5.0,-0.34799,0.47617,-0.97631,0.43852,-0.14277,0.52975,-0.21575,6.0,4.0,2.0
331,3.0,1.0,5.0,-1.05308,0.47617,-0.71727,0.76096,0.7583,-0.21712,-0.21575,3.0,3.0,0.0
332,2.0,0.0,0.0,-0.24649,-0.43999,-0.97631,-0.45321,0.58489,-1.37983,-0.84637,14.0,4.0,10.0
333,4.0,1.0,3.0,-0.46725,-0.43999,-1.55521,0.94156,0.7583,-1.37983,-1.54858,2.0,2.0,0.0
334,0.0,1.0,4.0,2.82196,-1.92173,-0.84732,0.43852,-1.78169,0.19268,-0.52593,10.0,4.0,5.0
335,5.0,0.0,4.0,-1.32828,-0.43999,-0.97631,0.13136,0.12331,1.29221,-0.21575,5.0,4.0,1.0
336,5.0,1.0,1.0,-0.14882,-0.15487,-1.42424,-1.34289,-0.00665,-0.21712,0.7654,4.0,4.0,0.0
337,1.0,1.0,7.0,0.41667,-0.57545,0.58331,0.43852,-1.0145,1.86203,0.7654,5.0,4.0,1.0
338,3.0,1.0,7.0,0.62967,0.16767,-0.17779,-0.01729,1.30612,-0.21712,-0.84637,2.0,2.0,0.0
339,3.0,1.0,5.0,-0.58016,0.32197,1.06238,-1.772,0.41594,1.86203,0.40148,13.0,4.0,9.0
340,2.0,0.0,8.0,-1.86962,1.2861,0.29338,0.76096,1.46191,-0.21712,0.40148,2.0,2.0,0.0
341,3.0,1.0,5.0,-0.14882,-0.30033,-0.58331,0.94156,0.7583,-1.37983,-0.21575,3.0,3.0,0.0
342,2.0,1.0,7.0,-0.46725,1.11406,0.88309,0.28783,0.41594,-2.55524,-0.21575,8.0,4.0,4.0
343,4.0,1.0,5.0,-1.69163,0.96248,-0.31776,0.94156,1.81175,-2.55524,-1.54858,3.0,3.0,0.0
344,4.0,1.0,5.0,0.62967,0.00332,-0.01928,-0.15487,0.58489,0.19268,-0.52593,5.0,4.0,1.0
345,0.0,1.0,0.0,0.22393,-0.15487,-0.01928,-0.15487,-0.40581,0.88113,-0.84637,16.0,4.0,12.0
346,2.0,1.0,7.0,-1.86962,0.16767,1.43533,1.81866,1.13407,-0.71126,-0.84637,16.0,4.0,11.0
347,2.0,1.0,6.0,0.04257,0.47617,-0.17779,0.94156,0.25953,0.19268,-0.21575,14.0,4.0,9.0
348,3.0,1.0,6.0,-0.14882,1.74091,1.65653,2.46262,0.25953,1.86203,1.2247,8.0,4.0,4.0
349,3.0,0.0,7.0,-0.92104,0.80523,-0.01928,-0.01729,0.41594,-1.37983,-1.54858,13.0,3.0,10.0
350,3.0,0.0,5.0,-0.58016,0.32197,-0.45174,-0.15487,0.25953,-0.21712,-1.18084,4.0,3.0,1.0
351,3.0,0.0,6.0,0.52135,-0.69509,-0.58331,0.13136,-0.14277,-0.21712,0.40148,13.0,4.0,8.0
352,2.0,1.0,4.0,1.02119,-0.57545,0.88309,1.2861,-0.65253,0.88113,-0.21575,17.0,4.0,12.0
353,2.0,0.0,5.0,0.41667,0.16767,-0.01928,-0.45321,-0.52745,-0.21712,0.40148,17.0,4.0,12.0
354,3.0,0.0,6.0,-0.14882,-0.69509,0.44585,0.76096,-1.38502,0.19268,-0.21575,16.0,4.0,11.0
355,1.0,0.0,1.0,-0.46725,0.00332,-0.17779,-0.60633,0.41594,0.52975,-0.84637,12.0,4.0,8.0
356,2.0,0.0,5.0,0.22393,-0.15487,-0.01928,0.28783,-0.27607,-0.71126,0.40148,16.0,4.0,12.0
357,1.0,0.0,0.0,0.62967,0.00332,1.24033,1.81866,0.93949,1.86203,1.92173,17.0,4.0,12.0
358,3.0,0.0,6.0,-1.1943,-0.15487,-1.27553,1.45039,0.41594,-0.71126,0.07987,6.0,4.0,2.0
359,2.0,0.0,1.0,2.46262,-1.23177,-0.97631,-1.772,-1.64101,1.86203,1.92173,16.0,4.0,11.0
360,2.0,0.0,4.0,0.41667,-0.80615,0.88309,0.13136,-0.40581,0.52975,-0.21575,14.0,4.0,9.0
361,1.0,1.0,4.0,-0.58016,1.58487,0.58331,0.13136,0.41594,1.29221,1.92173,16.0,4.0,11.0
362,3.0,1.0,6.0,0.52135,0.80523,-0.01928,0.13136,-0.14277,-0.21712,0.07987,12.0,4.0,8.0
363,2.0,1.0,5.0,0.62967,0.63779,1.06238,0.94156,1.30612,0.88113,0.40148,17.0,4.0,12.0
364,3.0,0.0,6.0,0.41667,0.32197,-0.17779,0.59042,0.41594,-0.71126,-0.52593,16.0,4.0,11.0
365,3.0,1.0,5.0,1.23461,-0.15487,-1.27553,0.76096,0.41594,-1.37983,-2.07848,4.0,3.0,1.0
366,2.0,1.0,8.0,0.41667,-0.15487,0.14143,-0.01729,-0.52745,-0.21712,-0.21575,5.0,4.0,1.0
367,3.0,0.0,5.0,-0.14882,0.00332,-0.58331,-0.45321,-1.25773,-1.37983,-1.54858,6.0,4.0,2.0
368,2.0,1.0,6.0,-1.05308,0.47617,-0.17779,-0.15487,0.58489,-1.37983,-1.18084,2.0,2.0,0.0
369,3.0,1.0,6.0,-1.1943,0.47617,0.29338,0.43852,0.25953,0.19268,-0.21575,9.0,4.0,5.0
370,1.0,0.0,5.0,-0.05188,-0.94779,-1.68062,0.13136,0.7583,-0.21712,-0.84637,7.0,4.0,3.0
371,1.0,1.0,6.0,1.23461,0.32197,0.29338,0.76096,-0.65253,0.19268,-0.21575,14.0,4.0,9.0
372,0.0,0.0,3.0,0.22393,0.32197,0.14143,-0.91699,-0.27607,-0.71126,0.07987,9.0,3.0,6.0
373,2.0,1.0,6.0,1.02119,2.32338,1.65653,-1.34289,0.41594,1.29221,1.92173,9.0,4.0,5.0
374,0.0,1.0,4.0,0.91093,0.96248,-1.11902,0.59042,0.25953,-0.21712,0.40148,13.0,4.0,9.0
375,3.0,0.0,6.0,-0.34799,-1.7625,0.7233,-0.91699,0.12331,-0.21712,-0.52593,11.0,3.0,8.0
376,4.0,1.0,7.0,-0.24649,1.2861,0.88309,1.61108,1.13407,-0.71126,-1.18084,3.0,3.0,0.0
377,5.0,0.0,5.0,0.13606,0.16767,0.29338,-1.34289,1.46191,-1.37983,-0.84637,4.0,3.0,1.0
378,3.0,1.0,7.0,-0.92104,0.00332,-0.71727,0.13136,0.93949,-0.71126,0.40148,6.0,4.0,2.0
379,1.0,1.0,6.0,-0.46725,-0.57545,-1.68062,0.43852,-0.52745,-0.71126,-1.18084,4.0,3.0,1.0
380,1.0,0.0,7.0,0.82562,-0.94779,0.58331,0.59042,0.7583,0.52975,-0.21575,2.0,2.0,0.0
381,3.0,1.0,5.0,0.82562,-0.43999,0.7233,-0.01729,0.25953,-0.21712,-0.21575,5.0,4.0,1.0
382,2.0,0.0,6.0,-0.46725,1.11406,-0.31776,-0.60633,0.12331,0.19268,0.7654,15.0,4.0,11.0
383,2.0,0.0,1.0,-0.34799,-0.57545,-1.11902,-0.91699,-0.78155,1.29221,-0.52593,12.0,4.0,7.0
384,2.0,1.0,7.0,-0.79151,0.16767,-0.17779,-0.30172,0.7583,0.19268,0.40148,5.0,4.0,1.0
385,3.0,1.0,6.0,0.13606,-0.30033,-0.45174,1.11406,0.7583,-2.55524,-0.52593,3.0,3.0,0.0
386,3.0,1.0,6.0,-0.24649,0.16767,-0.97631,0.76096,0.58489,0.19268,-1.54858,2.0,2.0,0.0
387,1.0,0.0,5.0,-0.58016,-0.43999,-2.39883,0.13136,-0.40581,-0.71126,-0.21575,9.0,4.0,5.0
388,3.0,0.0,3.0,-2.05048,0.47617,-1.11902,1.61108,0.58489,-0.71126,-0.52593,3.0,3.0,0.0
389,1.0,0.0,6.0,-1.32828,0.32197,-0.58331,-1.34289,2.04506,-0.71126,0.07987,1.0,1.0,0.0
390,2.0,0.0,5.0,0.13606,-0.30033,0.14143,-0.15487,-0.27607,-0.21712,-0.84637,6.0,4.0,2.0
391,1.0,0.0,8.0,-0.58016,0.32197,-0.17779,0.13136,0.58489,-1.37983,-1.54858,5.0,4.0,1.0
392,2.0,1.0,4.0,-0.67825,-0.43999,0.29338,0.13136,-0.00665,0.19268,-0.84637,9.0,4.0,5.0
393,1.0,1.0,6.0,0.62967,0.00332,0.14143,0.28783,0.12331,-0.71126,-0.52593,4.0,3.0,1.0
394,2.0,1.0,2.0,-0.46725,0.32197,-0.58331,-0.01729,1.13407,-0.71126,-1.18084,3.0,3.0,0.0
395,1.0,1.0,5.0,-0.79151,-0.15487,-2.21069,-0.60633,1.46191,-1.37983,-2.07848,3.0,2.0,1.0
396,1.0,0.0,5.0,-1.43907,0.63779,-0.17779,-0.76096,1.81175,0.52975,0.40148,15.0,4.0,10.0
397,2.0,0.0,6.0,0.22393,1.2861,-0.45174,-1.47955,-0.78155,1.86203,1.2247,13.0,4.0,9.0
398,2.0,1.0,6.0,-1.86962,0.63779,-0.97631,-0.30172,0.58489,-0.21712,-0.52593,6.0,4.0,2.0
399,3.0,0.0,5.0,0.13606,0.47617,-0.84732,-1.47955,0.41594,1.29221,1.2247,4.0,4.0,0.0
400,1.0,1.0,7.0,-0.79151,0.32197,0.29338,-1.34289,0.93949,0.88113,-0.52593,6.0,4.0,1.0
401,3.0,0.0,7.0,-0.92104,1.2861,1.43533,0.94156,0.58489,-0.71126,-1.18084,12.0,4.0,7.0
402,1.0,1.0,3.0,-0.14882,-0.15487,-1.97495,0.59042,0.7583,-0.71126,-0.84637,5.0,4.0,1.0
403,3.0,0.0,1.0,0.13606,-1.09207,-0.45174,-1.6209,-0.65253,1.86203,1.2247,13.0,4.0,9.0
404,0.0,0.0,4.0,-0.92104,-0.69509,-0.31776,-0.60633,-1.25773,0.52975,0.40148,4.0,3.0,1.0
405,0.0,0.0,6.0,-1.43907,0.63779,-0.31776,-0.76096,-0.40581,-1.37983,-0.52593,6.0,4.0,2.0
406,3.0,0.0,2.0,0.91093,-0.15487,-0.17779,-0.15487,0.25953,0.88113,0.07987,12.0,4.0,7.0
407,0.0,1.0,0.0,0.13606,1.58487,1.88511,1.2861,-0.00665,1.29221,0.7654,11.0,4.0,7.0
408,3.0,1.0,6.0,1.8399,-0.94779,1.65653,-0.01729,-0.40581,0.19268,0.40148,10.0,4.0,6.0
409,2.0,0.0,2.0,1.37297,-0.15487,-0.31776,-0.30172,-0.65253,-0.21712,0.07987,13.0,4.0,9.0
410,1.0,0.0,6.0,-0.67825,0.16767,0.58331,0.13136,-0.27607,0.19268,-1.54858,16.0,4.0,11.0
411,2.0,1.0,5.0,-1.55078,0.80523,0.7233,0.28783,0.58489,-0.21712,0.40148,9.0,4.0,5.0
412,3.0,0.0,3.0,1.02119,-1.37639,0.44585,0.94156,-1.38502,0.88113,0.40148,16.0,4.0,11.0
413,2.0,1.0,4.0,-0.46725,-1.50796,0.29338,0.13136,-1.64101,-0.21712,-0.84637,11.0,4.0,7.0
414,1.0,1.0,6.0,0.13606,1.11406,-0.97631,0.43852,-0.27607,-0.71126,-0.52593,7.0,4.0,3.0
415,2.0,0.0,4.0,0.04257,-0.15487,0.7233,0.13136,-0.40581,-0.21712,-0.21575,14.0,4.0,10.0
416,2.0,1.0,4.0,-1.86962,0.32197,-1.11902,-0.15487,-0.65253,0.19268,-0.21575,6.0,4.0,2.0
417,0.0,0.0,3.0,-0.58016,-1.09207,-0.58331,-2.07848,2.63199,-0.21712,0.7654,13.0,4.0,9.0
418,0.0,0.0,4.0,-0.05188,-0.69509,0.29338,-2.21844,-1.25773,0.19268,0.7654,12.0,4.0,8.0
419,1.0,0.0,4.0,-0.79151,0.96248,0.14143,-1.07533,-0.65253,1.29221,1.92173,13.0,4.0,8.0
420,1.0,1.0,8.0,0.31287,0.00332,1.06238,-0.45321,0.41594,-0.21712,-0.21575,6.0,3.0,3.0
421,1.0,0.0,6.0,0.62967,0.16767,-0.17779,-0.30172,0.12331,0.19268,-0.52593,3.0,3.0,0.0
422,0.0,0.0,3.0,0.31287,0.80523,-0.01928,-0.91699,1.13407,0.52975,0.7654,8.0,4.0,4.0
423,1.0,0.0,4.0,0.31287,-1.7625,-1.42424,-0.30172,-0.40581,0.52975,-0.84637,7.0,4.0,3.0
424,2.0,0.0,5.0,-0.79151,-0.15487,-0.01928,1.81866,-0.65253,-0.21712,-1.18084,15.0,4.0,10.0
425,2.0,1.0,6.0,-1.05308,0.80523,-0.71727,1.2861,0.93949,-0.21712,-0.84637,4.0,4.0,0.0
426,3.0,1.0,8.0,0.52135,0.00332,1.65653,0.94156,-0.00665,1.29221,0.40148,17.0,4.0,12.0
427,2.0,0.0,6.0,-0.34799,-0.30033,0.14143,-0.30172,-1.64101,-0.21712,-0.84637,12.0,4.0,8.0
428,3.0,0.0,1.0,0.22393,0.00332,-0.31776,-0.15487,-0.00665,0.52975,-0.21575,7.0,4.0,3.0
429,2.0,0.0,6.0,0.62967,-0.80615,-0.17779,-1.34289,-0.14277,0.88113,0.07987,14.0,3.0,10.0
430,1.0,1.0,3.0,-0.92104,-0.15487,-2.09015,0.28783,0.7583,-1.37983,-1.54858,6.0,4.0,2.0
